Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
0.2866680567578738,0.1967167614862035,-0.2530538004118853,-0.1541686546710672,-0.04089294782348661,-0.37765870179270505,-0.18971258948975897,-0.1623860260745749,-0.045700828446268854,-0.16673808292272901,0.02340597823851961,-0.12177168465039574,-0.11329652189360899,-0.2096191302445297,-0.027988157552124488,0.29992477238811216,-0.1409951576591971,-0.16573527628694842,0.4259529909346704,0.24635392132195033,0.0020805308442957337,0.07339671158599403,0.12343355142497206,0.19214986425495148,-0.06765967416848531,0.20069835407064368,0
-0.05981746354866579,0.22717418546963017,0.34921479106556347,-0.17803840549858121,-0.1876282310822324,0.2569623492152163,-0.21908556579045213,0.2880087153865681,-0.11014254004376155,0.11486080092725283,-0.19176394256607296,-0.1406254508498426,0.07642630595800269,-0.2420742127533099,-0.15053419426495146,0.2895707793698041,-0.1628252714938915,0.28218851058295996,-0.2619222646674429,0.07196467381748764,-0.05749456630348498,0.08476063780598056,0.06740942838680244,0.22190020093066676,0.06941041374785627,-0.2390428339820094,0
-0.1930841277836115,-0.13364273419431588,-0.10517112657827281,-0.1665573520816505,-0.2017987120237976,-0.40800663076027605,-0.023630558197001755,-0.17543505569111564,-0.27477292171671025,0.10745384293263215,-0.17939777886180489,-0.025713418265508683,-0.12240081310252007,-0.2264637215241894,-0.1129926765124452,0.07251564242219047,0.5154535824147526,-0.1790534452270563,-0.18626404423871534,0.26615044995924053,-0.1098216172787699,0.07929473056210033,-0.1478075529014537,-0.10142100252248376,-0.004081144418156381,-0.09778384990095668,0
-0.09895034710614428,0.2668226480703525,0.14819900719836673,-0.20911125405886102,-0.2533564637727465,-0.24089586204448715,-0.25732233042831665,-0.2202571309099055,0.18057281293018446,0.1349073311280269,-0.22523229412758627,-0.03228296483126499,0.33320292884830544,0.08517169576141105,-0.16686699416706702,-0.0909013658458282,-0.2960417776832638,-0.22479998635325504,-0.16007038522205966,0.08452458978033053,-0.06752903019785743,-0.2660276335709113,0.03505009357877138,0.2606282007670235,0.0815245374890436,0.19322521155377745,0
0.45434333288944667,-0.11281064680025468,0.24482244300333536,-0.14059456902721687,-0.14816752718309273,0.020477510621154677,-0.019947051895681807,0.2274366651535732,0.13952737516275512,0.3334654011429492,-0.15143344372544298,-0.021705237950009653,-0.2669950496736124,-0.1911627972590758,-0.12892028013750878,-0.10986377278998685,0.08280136043016101,0.222840526563577,0.23962769968569708,-0.2788377540836528,0.04919738969420266,-0.17886192046222749,-0.15443410207650166,-0.18994890519750957,-0.11995990737337199,-0.18876895762253376,0
-0.1137533873002229,-0.12208527617622142,0.28169640727463885,-0.15215342944497545,0.34361143869927707,-0.3727221124170662,-0.18723274949334304,-0.1602633869634762,0.013727136105778708,0.09816120696507476,-0.16388341281538732,-0.023489715241944237,0.0653146972348825,0.3308242567282675,-0.13847315718925096,-0.02529850337286095,-0.13915213062443552,-0.16356885724191395,0.3666995741398587,-0.12013020841554592,-0.22829615386685187,0.07243730187319698,-0.16713076768738028,-0.20556538951034983,-0.12982230699983005,-0.20428843357001694,0
0.05982817802585918,0.21805785564313207,-0.315358080034282,-0.17089385770168436,0.3589794455051058,0.024890582974786843,-0.21029382621035042,-0.18000270218313316,-0.2378758555097484,-0.18482689803088787,0.23595901657456006,0.08221646555846886,0.07335937557111173,0.06960562558514749,0.1935631649855092,-0.17024549179845297,-0.24193686588918217,-0.1837153005087908,0.35156732942616353,-0.13492640170864012,0.0023062401550278714,0.08135925692748737,0.10076437607632191,0.21299551215157747,-0.07499982894811764,0.28703162847347685,0
0.012664573458191048,-0.13430646041746658,0.2779268898487848,-0.16738454618914608,0.4572094505000471,0.024379453958437484,-0.02374791752250189,-0.17630634022165206,0.3063401056431797,0.10798750406851557,0.025412422868491737,0.18689741691732453,0.07185293815606013,-0.2275884359463693,-0.025033125469245247,0.07119581242452352,0.2663528004215903,-0.17994270020720268,-0.12812944434437,-0.1321556831981595,0.19935424005137922,-0.21294365489532832,0.028056089252462425,0.20862164165110977,0.3426900451969983,0.2179029387569002,0
-0.013440781163631538,-0.1752105131928914,0.01621165452655867,-0.21836278126309305,0.21760657758104168,0.03180440185932251,-0.03098052620437379,-0.23000177544235859,0.2589205964557875,0.5179178182515094,-0.23519705047592904,-0.03371123194540914,-0.16047194341098622,-0.29690222298305013,-0.21615932647053543,0.08897396616977854,-0.30913929638044013,-0.234745616485016,-0.16715223995120276,0.08826413763632095,-0.1439801575378498,0.10395829237582721,-0.05555197285039478,0.02908359238354292,-0.18631430214805553,-0.04570517652048959,0
-0.16576794319773766,-0.15032071562253743,-0.38391821107051627,-0.18734292221756646,0.15714582938655605,-0.21581877526701965,-0.23053526005207509,0.3030604223484637,-0.20040822279816206,-0.202617060947612,0.02844251556790652,-0.02892233130424302,0.08042044328789574,0.07630538320848505,-0.0864888593672204,-0.05347359250540022,-0.26522404056768,0.2969360461344712,-0.20950891639197353,0.2993647678815225,0.002528222931994568,0.08919033806851119,0.11046326019815708,0.09446704932632234,-0.15984713884592205,0.31465931409282016,0
